RMS for configuration B, 1.45706
RMS for configuration C, 1.43131
RMS for configuration D, 1.45073
RMS for configuration E, 1.46163
RMS for configuration F, 1.48723
RMS for configuration G, 1.45987
RMS for configuration H, 1.45556
